,Academic_Year,Age_Group_En,Gender_En,Nationality_Name_En,University_Name,Number_of_Trainees
3810,2019,From 40 to 49,Male,Immigrant Tribes,Unknown,1
3811,2019,From 40 to 49,Male,Kuwait,Cairo University,1
3815,2019,From 40 to 49,Male,Lebanon,American University Of Beirut,1
3816,2019,From 40 to 49,Male,Pakistan,International Islamic University,1
3817,2019,From 40 to 49,Male,Pakistan,October 6 University - Egypt,1
3818,2019,From 40 to 49,Male,Pakistan,Omdurman Islamic University - Sudan,1
3819,2019,From 40 to 49,Male,Pakistan,Punjab Board Of Technical Education Lahore,1
3820,2019,From 40 to 49,Male,Pakistan,Unknown,1
3821,2019,From 40 to 49,Male,Palestine,Unknown,1
3822,2019,From 40 to 49,Male,Egypt,Ain Shams University,1
3823,2019,From 40 to 49,Male,Bahrain,Unknown,1
3824,2022,Unknown,Female,Syria,Alfaisal University,1
3825,2022,Unknown,Female,Syria,King Saud University,1
3827,2019,From 40 to 49,Female,Saudi Arabia,Imam Abdulrahman Bin Faisal University,1
3830,2022,Unknown,Male,Bangladesh,Batterjee Medical College,1
3836,2019,From 40 to 49,Female,Sudan,Omdurman Islamic University - Sudan,1
3837,2022,Unknown,Female,Yemen,Batterjee Medical College,1
3838,2022,Unknown,Female,United States,King Abdulaziz University,1
3840,2022,Unknown,Female,United Arab Emirates,Rak Medical & Health Sciences University,1
3841,2019,From 40 to 49,Female,Syria,Unknown,1
3842,2019,From 40 to 49,Female,United Arab Emirates,Unknown,1
3843,2022,Unknown,Female,Turkey,Umm Al Qura University,1
3844,2019,From 40 to 49,Female,United Kingdom,University Of Khartoum,1
3846,2019,From 40 to 49,Male,Saudi Arabia,Al-Azhar University,1
3847,2019,From 40 to 49,Male,Saudi Arabia,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
3849,2019,From 40 to 49,Male,Sudan,University Of Medical Sciences And Technology,1
3851,2019,From 40 to 49,Male,Syria,Damascus University,1
3852,2019,From 40 to 49,Male,Syria,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
3853,2019,From 40 to 49,Male,Syria,Tishreen University,1
3854,2019,From 40 to 49,Male,Syria,Unknown,1
3855,2019,From 40 to 49,Male,United Arab Emirates,Unknown,1
3856,2019,From 40 to 49,Male,Uzbekistan,Unknown,1
3858,2019,From 40 to 49,Male,Yemen,Cairo University,1
3860,2019,From 40 to 49,Male,Yemen,Hadhramout University Of Science & Technology,1
3861,2019,From 40 to 49,Male,Yemen,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
3862,2019,From 40 to 49,Male,Yemen,Jazan University,1
3863,2022,Unknown,Female,Saudi Arabia,Hamdard medical college MBBS,1
3864,2022,Unknown,Female,Saudi Arabia,Cairo University,1
3866,2022,Unknown,Female,Saudi Arabia,Arabian Gulf University,1
3867,2022,Unknown,Female,Saudi Arabia,Applied Science Private University,1
3868,2019,From 40 to 49,Male,Sudan,University Of Khartoum,1
3869,2022,Unknown,Female,Saudi Arabia,Jordan University Of Science And Technology,1
3872,2019,From 40 to 49,Male,Saudi Arabia,Jordan University Of Science And Technology,1
3873,2022,Unknown,Female,Saudi Arabia,Princess Nora Bint Abdul Rahman University,1
3876,2022,Unknown,Female,Saudi Arabia,Mansoura University - Egypt,1
3878,2019,From 40 to 49,Male,Saudi Arabia,Poznan University Of Medical Sciences,1
3879,2019,From 40 to 49,Male,Saudi Arabia,Qassim University,1
3882,2019,From 40 to 49,Male,Saudi Arabia,Umm Al Qura University,1
3883,2019,From 40 to 49,Male,Saudi Arabia,University Of Hail,1
3884,2019,From 40 to 49,Male,Saudi Arabia,University Of Juba,1
3885,2019,From 40 to 49,Male,Saudi Arabia,University Of Tabuk,1
3886,2019,From 40 to 49,Male,Saudi Arabia,University of Aden,1
3888,2019,From 40 to 49,Male,Sudan,Al Zaiem Al Azhari University,1
3889,2022,Unknown,Female,Saudi Arabia,King Fahad General Hospital,1
3890,2019,From 40 to 49,Male,Sudan,University Of Bahr El-Ghazal,1
3891,2020,From 30 to 39,Female,India,Umm Al Qura University,1
3893,2020,From 30 to 39,Female,Iraq,Unknown,1
3894,2021,From 20 to 29,Female,Iran,Dubai Medical College For Girls,1
3895,2021,From 20 to 29,Female,Egypt,Cairo University,1
3896,2021,From 20 to 29,Female,Egypt,Taif University,1
3900,2021,From 20 to 29,Female,India,King Abdulaziz University,1
3901,2021,From 20 to 29,Female,India,Rak Medical & Health Sciences University,1
3903,2021,Unknown,Female,Saudi Arabia,Maastricht University - Netherlands,1
3906,2021,From 20 to 29,Female,Iraq,Unknown,1
3908,2021,From 20 to 29,Female,Kuwait,Unknown,1
3909,2021,From 20 to 29,Female,Mauritania,Unknown,1
3910,2021,From 20 to 29,Female,New Zealand,Unknown,1
3912,2021,From 20 to 29,Female,Palestine,University of Sharjah,1
3915,2021,From 20 to 29,Female,Djibouti,Unknown,1
3916,2021,From 20 to 29,Female,Bangladesh,Unknown,1
3917,2020,Unknown,Male,Sudan,University Of Science And Technology - Sudan,1
3918,2020,Unknown,Male,Yemen,October 6 University - Egypt,1
3919,2020,Unknown,Male,Syria,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
3920,2020,Unknown,Male,Syria,University Of Aleppo,1
3922,2020,Unknown,Male,Yemen,Batterjee Medical College,1
3925,2021,Unknown,Female,Saudi Arabia,Riyadh Elm University,1
3926,2020,Unknown,Male,Yemen,King Saud University,1
3928,2020,Unknown,Male,Yemen,Thamar University,1
3929,2021,From 20 to 29,Female,Bangladesh,Dubai Medical College For Girls,1
3930,2020,Unknown,Male,Yemen,Umm Al Qura University,1
3932,2021,From 20 to 29,Female,Bahrain,Arabian Gulf University,1
3934,2021,From 20 to 29,Female,Bahrain,Misr University For Science And Technology - Egypt,1
3937,2021,Unknown,Female,Saudi Arabia,October University For Modern Sciences And Arts,1
3938,2021,From 20 to 29,Female,Bahrain,Zengzhou Shuqing Medical College,1
3939,2021,From 20 to 29,Female,Saudi Arabia,Batterjee Medical College,1
3940,2021,Unknown,Female,Saudi Arabia,King Fahad General Hospital,1
3942,2021,Unknown,Female,Palestine,Unknown,1
3943,2021,From 20 to 29,Female,Tunisia,Unknown,1
3945,2021,From 20 to 29,Female,Turkestan,Unknown,1
3948,2021,From 20 to 29,Female,United Arab Emirates,University of Sharjah,1
3949,2021,Unknown,Female,Saudi Arabia,Alexandria University,1
3950,2021,Unknown,Female,Saudi Arabia,Al-Ghad International College For Applied Medical Sciences,1
3951,2021,From 20 to 29,Female,United Kingdom,Unknown,1
3952,2021,Unknown,Female,Palestine,Taibah University,1
3953,2021,Unknown,Female,Saudi Arabia,Jordan University Of Science And Technology,1
3955,2021,From 20 to 29,Male,Afghanistan,Unknown,1
3956,2021,From 20 to 29,Male,Algeria,Unknown,1
3957,2021,Unknown,Female,Palestine,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
3959,2021,From 20 to 29,Male,Bangladesh,Unknown,1
3960,2021,From 20 to 29,Male,Belize,Unknown,1
3961,2021,Unknown,Female,Pakistan,Rak Medical & Health Sciences University,1
3964,2021,From 20 to 29,Female,Syria,University of Sharjah,1
3966,2021,From 20 to 29,Female,Spain,Unknown,1
3967,2021,From 20 to 29,Female,Saudi Arabia,King Abdulaziz Medical City,1
3971,2021,From 20 to 29,Female,Saudi Arabia,King Khalid University,1
3976,2021,From 20 to 29,Female,Saudi Arabia,Princess Nora Bint Abdul Rahman University,1
3977,2021,From 20 to 29,Female,Saudi Arabia,Qassim University,1
3981,2021,Unknown,Female,Saudi Arabia,Cairo University,1
3982,2021,From 20 to 29,Female,Saudi Arabia,University Of Hail,1
3983,2021,From 20 to 29,Female,Saudi Arabia,University Of Tabuk,1
3984,2021,Unknown,Female,Saudi Arabia,Buraydah Colleges,1
3987,2020,Unknown,Male,Sudan,University Of Khartoum,1
3988,2021,Unknown,Male,India,King Abdulaziz University,1
3989,2021,Unknown,Female,United States,King Abdulaziz University,1
3990,2021,Unknown,Male,Bahrain,Unknown,1
3991,2020,Unknown,Male,Kuwait,Kuwait University - Kuwait,1
3992,2021,Unknown,Male,Bahrain,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
3993,2020,Unknown,Male,Malaysia,King Abdulaziz University,1
3994,2020,Unknown,Male,Mauritania,Umm Al Qura University,1
3995,2021,Unknown,Male,Afghanistan,King Abdulaziz University,1
3996,2020,Unknown,Male,Oman,Unknown,1
3998,2020,Unknown,Male,Palestine,Alfaisal University,1
4000,2020,Unknown,Male,Jordan,University Of Imam Muhammad Bin Saud Islamic University,1
4002,2020,Unknown,Male,Saudi Arabia,Ajman University of Science and Technology,1
4005,2020,Unknown,Male,Saudi Arabia,Alexandria University,1
4007,2021,Unknown,Female,United States,Dubai Medical College For Girls,1
4008,2021,Unknown,Female,United Arab Emirates,University of Sharjah,1
4010,2021,Unknown,Male,Bangladesh,Batterjee Medical College,1
4011,2020,Unknown,Male,Jordan,Royal College Of Surgeons In Ireland,1
4012,2020,Unknown,Male,Sudan,Saudi Commission For Health Specialties,1
4013,2020,Unknown,Male,Immigrant Tribes,Misr University For Science And Technology - Egypt,1
4014,2020,Unknown,Male,Egypt,King Saud Bin Abdulaziz University For Health Scinces,1
4015,2021,Unknown,Male,India,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
4016,2021,Unknown,Male,Immigrant Tribes,Misr University For Science And Technology - Egypt,1
4017,2020,Unknown,Male,Egypt,Qassim University,1
4018,2020,Unknown,Male,Egypt,Taibah University,1
4019,2021,Unknown,Male,Eritrea,Unknown,1
4021,2020,Unknown,Male,Eritrea,Unknown,1
4022,2020,Unknown,Male,Immigrant Tribes,King Abdulaziz University,1
4023,2020,Unknown,Male,Immigrant Tribes,University Of Kalamoon,1
4024,2020,Unknown,Male,Jordan,King Saud University,1
4025,2021,Unknown,Male,Egypt,Unknown,1
4026,2020,Unknown,Male,India,Unknown,1
4027,2020,Unknown,Male,Indonesia,Umm Al Qura University,1
4028,2021,Unknown,Male,Egypt,Qassim University,1
4029,2021,Unknown,Male,Egypt,King Saud Bin Abdulaziz University For Health Scinces,1
4030,2020,Unknown,Male,Iraq,Almaarefa University,1
4031,2020,Unknown,Male,Iraq,King Saud University,1
4032,2020,Unknown,Male,Jordan,Alfaisal University,1
4034,2020,Unknown,Male,Saudi Arabia,Comenius University In Bratislava,1
4035,2020,Unknown,Male,Saudi Arabia,Hamdard medical college MBBS,1
4038,2021,Unknown,Female,Sudan,University Of Khartoum,1
4039,2020,Unknown,Male,Saudi Arabia,Riyadh Elm University,1
4040,2021,Unknown,Female,Sudan,King Abdulaziz University,1
4044,2021,Unknown,Female,Sudan,Alfaisal University,1
4046,2020,Unknown,Male,Saudi Arabia,Tianjin Medical University,1
4047,2020,Unknown,Male,Saudi Arabia,University Of Debrecen - Hungary,1
4056,2020,Unknown,Male,Saudi Arabia,Xinxiang Medical University,1
4057,2020,Unknown,Male,Somalia,King Abdulaziz University,1
4058,2021,Unknown,Female,Syria,Dubai Medical College For Girls,1
4060,2020,Unknown,Male,Saudi Arabia,Pavol Jozef Šafárik University - Slovakia,1
4061,2021,Unknown,Female,Syria,King Abdulaziz University,1
4062,2021,Unknown,Female,United Arab Emirates,Dubai Medical College For Girls,1
4065,2021,Unknown,Female,Turkmenistan,Umm Al Qura University,1
4066,2020,Unknown,Male,Saudi Arabia,Jordan University Of Science And Technology,1
4067,2021,Unknown,Female,Turkey,Umm Al Qura University,1
4073,2021,Unknown,Female,Syria,Unknown,1
4075,2020,Unknown,Male,Saudi Arabia,Mustaqbal University,1
4079,2020,Unknown,Male,Saudi Arabia,October University For Modern Sciences And Arts,1
4080,2020,Unknown,Male,Saudi Arabia,Omdurman Ahlia University,1
4081,2021,From 20 to 29,Male,Ethiopia,Unknown,1
4083,2021,Unknown,Female,Lebanon,Unknown,1
4085,2021,From 30 to 39,Male,Nigeria,King Saud Bin Abdulaziz University For Health Scinces,1
4086,2021,From 30 to 39,Male,Palestine,Hadhramout University Of Science & Technology,1
4087,2021,From 30 to 39,Male,Palestine,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
4088,2021,From 30 to 39,Male,Palestine,University of Aden,1
4089,2021,From 40 to 49,Male,Pakistan,Punjab Board Of Technical Education Lahore,1
4090,2021,From 40 to 49,Male,Mauritania,Omdurman Islamic University - Sudan,1
4092,2021,From 40 to 49,Male,Kuwait,Unknown,1
4096,2021,From 30 to 39,Male,Saudi Arabia,Almaarefa University,1
4097,2021,From 40 to 49,Male,Kuwait,Cairo University,1
4098,2021,From 30 to 39,Male,Saudi Arabia,Arabian Gulf University,1
4100,2021,From 40 to 49,Male,Immigrant Tribes,Unknown,1
4101,2021,From 40 to 49,Male,Germany,Unknown,1
4102,2021,From 40 to 49,Male,Federated States Of Micronesia,Unknown,1
4104,2021,From 30 to 39,Male,Saudi Arabia,Jeddah University,1
4105,2021,From 30 to 39,Male,Malta,Unknown,1
4106,2021,From 30 to 39,Male,Jordan,Unknown,1
4107,2021,Unknown,Female,Jordan,University of Sharjah,1
4108,2021,From 30 to 39,Male,Bahrain,Royal College of Surgeons in Ireland - Bahrain,1
4109,2021,From 30 to 39,Female,Syria,Omdurman Islamic University - Sudan,1
4110,2021,From 30 to 39,Female,Syria,Unknown,1
4111,2021,From 30 to 39,Female,Thailand,Unknown,1
4112,2021,From 30 to 39,Female,Turkey,Unknown,1
4114,2021,From 30 to 39,Female,Yemen,Batterjee Medical College,1
4115,2021,From 30 to 39,Female,Yemen,Hadhramout University Of Science & Technology,1
4116,2021,From 30 to 39,Female,Yemen,University of Aden,1
4117,2021,From 40 to 49,Male,Saudi Arabia,Poznan University Of Medical Sciences,1
4119,2021,From 30 to 39,Male,Jordan,Riyadh Colleges Of Dentistry And Pharmacy,1
4120,2021,From 30 to 39,Male,Bangladesh,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
4122,2021,From 30 to 39,Male,Egypt,Zagazig University - Egypt,1
4123,2021,From 40 to 49,Male,Saudi Arabia,King Khalid University,1
4124,2021,From 30 to 39,Male,Eritrea,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
4126,2021,From 40 to 49,Male,Palestine,Unknown,1
4127,2021,From 30 to 39,Male,Immigrant Tribes,Unknown,1
4128,2021,From 30 to 39,Male,India,Umm Al Qura University,1
4131,2021,From 40 to 49,Male,Egypt,Mansoura University - Egypt,1
4132,2021,From 30 to 39,Male,Unknown,Unknown,1
4133,2021,From 30 to 39,Male,Syria,King Abdulaziz University,1
4134,2021,From 30 to 39,Male,Syria,Riyadh Colleges Of Dentistry And Pharmacy,1
4135,2021,From 40 to 49,Female,Saudi Arabia,Almaarefa University,1
4136,2021,From 30 to 39,Male,Syria,Taiz University,1
4138,2021,From 30 to 39,Male,United Arab Emirates,United Arab Emirates University,1
4139,2021,From 40 to 49,Female,Pakistan,Unknown,1
4140,2021,From 30 to 39,Male,United Arab Emirates,Unknown,1
4141,2021,From 30 to 39,Male,United Kingdom,King Abdulaziz University,1
4142,2021,From 40 to 49,Female,Pakistan,King Abdulaziz University,1
4144,2021,From 30 to 39,Male,Yemen,Dubai Medical College For Girls,1
4145,2021,From 30 to 39,Male,Yemen,Hadhramout University Of Science & Technology,1
4146,2021,From 30 to 39,Male,Yemen,King Saud University,1
4147,2021,From 30 to 39,Male,Yemen,University of Aden,1
4149,2021,From 40 to 49,Female,Jordan,Unknown,1
4150,2021,From 40 to 49,Female,Egypt,King Abdulaziz University,1
4151,2021,From 40 to 49,Female,Egypt,Umm Al Qura University,1
4152,2021,From 40 to 49,Female,Egypt,Unknown,1
4154,2021,From 30 to 39,Male,Sudan,University Of Khartoum,1
4155,2021,From 30 to 39,Male,Sudan,Omdurman Islamic University - Sudan,1
4156,2021,From 30 to 39,Male,Saudi Arabia,University Of Tabuk,1
4158,2021,From 40 to 49,Female,Yemen,Unknown,1
4159,2021,From 30 to 39,Male,Saudi Arabia,Mansoura University - Egypt,1
4161,2021,From 40 to 49,Female,Yemen,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
4163,2021,From 30 to 39,Male,Saudi Arabia,Prince Sattam Bin Abdulaziz University,1
4167,2021,From 30 to 39,Male,Saudi Arabia,Sulaiman Al Rajhi University,1
4168,2021,From 40 to 49,Female,Sudan,University Of Gezira,1
4171,2021,From 30 to 39,Male,Saudi Arabia,University Of Bisha,1
4176,2021,From 30 to 39,Female,Syria,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
4177,2021,From 40 to 49,Male,Saudi Arabia,The O.O. Bogomolets National Medical University,1
4178,2021,From 30 to 39,Female,Syria,Buraydah Colleges,1
4179,2021,Unknown,Female,Ethiopia,Unknown,1
4180,2021,From 20 to 29,Male,Saudi Arabia,Ministry Of Education In Saudi Arabia,1
4181,2021,From 20 to 29,Male,Saudi Arabia,Northern Borders University,1
4182,2021,From 20 to 29,Male,Saudi Arabia,Prince Sattam Bin Abdulaziz University,1
4183,2021,Unknown,Female,India,Rak Medical & Health Sciences University,1
4184,2021,From 20 to 29,Male,Saudi Arabia,Taibah University,1
4186,2021,From 20 to 29,Male,Saudi Arabia,University Of Hail,1
4187,2021,Unknown,Female,France,Unknown,1
4188,2021,From 20 to 29,Male,Saudi Arabia,University Of Tabuk,1
4190,2021,From 30 to 39,Female,Bahrain,October 6 University - Egypt,1
4191,2021,From 20 to 29,Male,Somalia,Unknown,1
4192,2021,From 20 to 29,Male,Spain,Unknown,1
4193,2021,Unknown,Female,Egypt,Unknown,1
4194,2021,Unknown,Female,Egypt,University of Sharjah,1
4195,2021,From 20 to 29,Male,Syria,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
4197,2021,From 20 to 29,Male,United Arab Emirates,University of Sharjah,1
4198,2021,Unknown,Female,Djibouti,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1
4199,2021,From 20 to 29,Male,United States,Unknown,1
4200,2021,From 20 to 29,Male,Saudi Arabia,Majmaah University,1
4204,2021,Unknown,Female,Jordan,King Saud University,1
4205,2021,From 20 to 29,Male,Iraq,Unknown,1
4207,2021,Unknown,Female,Jordan,Almaarefa University,1
4209,2021,Unknown,Female,Iraq,King Saud University,1
4210,2021,From 20 to 29,Male,Lebanon,Unknown,1
4211,2021,From 20 to 29,Male,Mauritania,Umm Al Qura University,1
4212,2021,From 20 to 29,Male,Mauritania,Unknown,1
4213,2021,From 20 to 29,Male,Niger,Unknown,1
4218,2021,Unknown,Female,Iraq,Dubai Medical College For Girls,1
4219,2021,From 20 to 29,Male,Saudi Arabia,Jazan University,1
4220,2021,From 20 to 29,Male,Saudi Arabia,Jordan University Of Science And Technology,1
4222,2021,From 20 to 29,Male,Saudi Arabia,King Faisal University,1
4223,2021,Unknown,Female,Canada,Royal College of Surgeons in Ireland - Bahrain,1
4224,2021,Unknown,Female,Canada,Rak Medical & Health Sciences University,1
4225,2021,From 40 to 49,Male,Saudi Arabia,University Of Tabuk,1
4227,2021,From 60 to 69,Female,Sudan,Unknown,1
4228,2021,From 50 to 59,Male,Federated States Of Micronesia,Unknown,1
4230,2021,From 30 to 39,Female,Saudi Arabia,Maastricht University - Netherlands,1
4231,2021,From 30 to 39,Female,Saudi Arabia,Najran University,1
4232,2021,From 30 to 39,Female,Saudi Arabia,Northern Borders University,1
4233,2021,From 30 to 39,Female,Saudi Arabia,October 6 University - Egypt,1
4234,2021,From 50 to 59,Female,Yemen,University of Aden,1
4235,2021,From 30 to 39,Female,Saudi Arabia,Prince Sattam Bin Abdulaziz University,1
4237,2021,From 30 to 39,Female,Canada,Royal College of Surgeons in Ireland - Bahrain,1
4238,2021,From 30 to 39,Female,Saudi Arabia,Saudi Commission For Health Specialties,1
4239,2021,From 40 to 49,Male,Yemen,Sana'A University - Yemen,1
4244,2021,From 30 to 39,Female,Sudan,University Of Khartoum,1
4245,2021,From 40 to 49,Male,Saudi Arabia,University of Aden,1
4248,2021,From 80 to 89,Male,Saudi Arabia,Unknown,1
4250,2021,From 30 to 39,Female,Saudi Arabia,King Abdulaziz Medical City,1
4253,2021,From 30 to 39,Female,Federated States Of Micronesia,Unknown,1
4254,2021,From 30 to 39,Female,India,Unknown,1
4255,2021,From 30 to 39,Female,Iraq,Unknown,1
4256,2021,From 30 to 39,Female,Kuwait,Unknown,1
4257,2021,From 30 to 39,Female,Lebanon,Kharkov State Medical University,1
