,Academic_Year,City_Name_En,Current_Training_Center_Name_En,University_Name,Number_of_Trainees,Exclude_from_chart
11806,2020,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,University of Aden,1,no
11814,2019,Jeddah,Azizia Maternity and Pediatric Hospital in Jeddah,Taif University,1,no
11815,2020,Riyadh,King Fahad Medical City in Riyadh,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
11816,2020,Riyadh,King Fahad Medical City in Riyadh,Albaha University,1,no
11817,2020,Riyadh,King Fahad Medical City in Riyadh,Al Jouf University,1,no
11819,2020,Riyadh,King Abdullah bin Abdulaziz University Hospital at Princess Nora Bint Abdulrahmsn University in Riyadh,University Of Imam Muhammad Bin Saud Islamic University,1,no
11820,2020,Riyadh,King Abdullah bin Abdulaziz University Hospital at Princess Nora Bint Abdulrahmsn University in Riyadh,Umm Al Qura University,1,no
11821,2020,Riyadh,King Abdullah bin Abdulaziz University Hospital at Princess Nora Bint Abdulrahmsn University in Riyadh,King Saud University,1,no
11822,2020,Riyadh,King Abdulaziz University Hospital in Riyadh,Riyadh Elm University,1,no
11825,2020,Riyadh,King Abdulaziz University Hospital in Riyadh,Alfarabi Colleges,1,no
11828,2020,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,University Of Gezira,1,no
11831,2020,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Saudi Commission For Health Specialties,1,no
11832,2020,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Punjab Board Of Technical Education Lahore,1,no
11834,2020,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Najran University,1,no
11835,2020,Riyadh,King Abdulaziz Medical City for National Guard in Riyadh,Majmaah University,1,no
11836,2020,Riyadh,King Fahad Medical City in Riyadh,Majmaah University,1,no
11840,2020,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Tishreen University,1,no
11841,2020,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,The Syrian Private University,1,no
11844,2020,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Sulaiman Al Rajhi University,1,no
11846,2020,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Sana'A University - Yemen,1,no
11848,2020,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Omdurman Islamic University - Sudan,1,no
11849,2020,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Majmaah University,1,no
11854,2020,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Cairo University,1,no
11855,2020,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,American University Of Beirut,1,no
11858,2020,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Albaha University,1,no
11859,2020,Riyadh,King Faisal Specialist Hospital and Research Center in Riyadh,Al Jouf University,1,no
11861,2020,Riyadh,King Fahad Medical City in Riyadh,University Of Jordan - Jordan,1,no
11863,2020,Riyadh,King Fahad Medical City in Riyadh,University Of Bisha,1,no
11865,2020,Riyadh,King Fahad Medical City in Riyadh,Sulaiman Al Rajhi University,1,no
11866,2020,Riyadh,King Saud Medical City in Riyadh,University Of Tabuk,1,no
11867,2020,Riyadh,King Saud bin Abdulaziz University for Health Sciences-Riyadh,King Abdulaziz University,1,no
11868,2020,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,Princess Nora Bint Abdul Rahman University,1,no
11869,2020,Riyadh,Riyadh Second Health Cluster,Jordan University Of Science And Technology,1,no
11870,2020,Riyadh,Security Forces Hospital in Riyadh,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
11873,2020,Riyadh,Riyadh Second Health Cluster,University Of Tabuk,1,no
11874,2020,Riyadh,Riyadh Second Health Cluster,University Of Hail,1,no
11875,2020,Riyadh,Riyadh Second Health Cluster,Taif University,1,no
11882,2020,Riyadh,Riyadh Second Health Cluster,Al Jouf University,1,no
11885,2020,Riyadh,Riyadh First Health Cluster,University Of Tabuk,1,no
11886,2020,Riyadh,Riyadh First Health Cluster,Taibah University,1,no
11887,2020,Riyadh,Riyadh First Health Cluster,Qassim University,1,no
11888,2020,Riyadh,Riyadh First Health Cluster,Princess Nora Bint Abdul Rahman University,1,no
11890,2020,Riyadh,Riyadh First Health Cluster,King Saud University,1,no
11891,2020,Riyadh,Riyadh First Health Cluster,King Khalid University,1,no
11893,2020,Riyadh,Riyadh First Health Cluster,Batterjee Medical College,1,no
11894,2020,Riyadh,Riyadh First Health Cluster,Almaarefa University,1,no
11895,2020,Riyadh,Riyadh First Health Cluster,Alfaisal University,1,no
11896,2020,Riyadh,Security Forces Hospital in Riyadh,Jazan University,1,no
11898,2020,Riyadh,Riyadh Care Hospital,King Saud University,1,no
11899,2020,Riyadh,Sultan Bin Abdulaziz Humanitarian City in Riyadh,Unknown,1,yes
11900,2020,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,October 6 University - Egypt,1,no
11901,2020,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,Misr University For Science And Technology - Egypt,1,no
11902,2020,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,Kuwait University - Kuwait,1,no
11903,2020,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,King Saud University,1,no
11904,2020,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,King Saud Bin Abdulaziz University For Health Scinces,1,no
11906,2020,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,Jordan University Of Science And Technology,1,no
11907,2020,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,Jazan University,1,no
11908,2020,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,Imam Abdulrahman Bin Faisal University,1,no
11909,2020,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
11910,2020,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,Alfarabi Colleges,1,no
11911,2020,Riyadh,The educational clinics of the Vision Colleges in Riyadh,Unknown,1,yes
11912,2020,Riyadh,Specialized Medical Center Hospital in Riyadh,King Saud University,1,no
11914,2020,Riyadh,Specialized Dental Healthcare Center in Eastern Riyadh,Riyadh Colleges Of Dentistry And Pharmacy,1,no
11916,2020,Riyadh,Specialized Dental Healthcare Center in Eastern Riyadh,Ajman University of Science and Technology,1,no
11921,2020,Riyadh,Security Forces Hospital in Riyadh,Poznan University Of Medical Sciences,1,no
11922,2020,Riyadh,Security Forces Hospital in Riyadh,October 6 University - Egypt,1,no
11924,2020,Riyadh,Security Forces Hospital in Riyadh,Menoufia University,1,no
11925,2020,Riyadh,Security Forces Hospital in Riyadh,Majmaah University,1,no
11928,2020,Riyadh,Medical Center at King Fahd Security College in Riyadh,Umm Al Qura University,1,no
11929,2020,Riyadh,Prince Abdulrahman bin Abdulaziz Institute for Graduate Studies in Dentistry in Riyadh,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
11930,2020,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,Riyadh Colleges Of Dentistry And Pharmacy,1,no
11931,2020,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,Qassim University,1,no
11932,2020,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,Majmaah University,1,no
11933,2020,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,King Saud Bin Abdulaziz University For Health Scinces,1,no
11934,2020,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,King Khalid University,1,no
11935,2020,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,King Faisal University,1,no
11936,2020,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,Jordan University Of Science And Technology,1,no
11937,2020,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,Jazan University,1,no
11938,2020,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,Imam Abdulrahman Bin Faisal University,1,no
11940,2020,Riyadh,Prince Abdulrahman bin Abdulaziz Institute for Graduate Studies in Dentistry in Riyadh,October 6 University - Egypt,1,no
11941,2020,Riyadh,Prince Abdulrahman bin Abdulaziz Institute for Graduate Studies in Dentistry in Riyadh,Majmaah University,1,no
11943,2020,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,Thamar University,1,no
11944,2020,Riyadh,National CARE Hospital in Riyadh,University Of Imam Muhammad Bin Saud Islamic University,1,no
11946,2020,Riyadh,Medical City of King Saud University in Riyadh,University Of Tabuk,1,no
11948,2020,Riyadh,Medical City of King Saud University in Riyadh,University Of Hail,1,no
11949,2020,Riyadh,Medical City of King Saud University in Riyadh,Umm Al Qura University,1,no
11950,2020,Riyadh,Medical City of King Saud University in Riyadh,Majmaah University,1,no
11951,2020,Riyadh,Medical City of King Saud University in Riyadh,King Khalid University,1,no
11953,2020,Riyadh,Medical City of King Saud University in Riyadh,Imam Abdulrahman Bin Faisal University,1,no
11954,2020,Riyadh,Medical City of King Saud University in Riyadh,Alfaisal University,1,no
11955,2020,Riyadh,Medical City of King Saud University in Riyadh,Albaha University,1,no
11956,2020,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,Taibah University,1,no
11957,2020,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,University Of Aleppo,1,no
11958,2020,Riyadh,Regional laboratory and blood bank in Riyadh,Imam Abdulrahman Bin Faisal University,1,no
11959,2020,Riyadh,Prince Sultan Military Medical City in Riyadh,Jazan University,1,no
11962,2020,Riyadh,Prince Sultan Military Medical City in Riyadh,Thamar University,1,no
11966,2020,Riyadh,Prince Sultan Military Medical City in Riyadh,October 6 University - Egypt,1,no
11968,2020,Riyadh,Prince Sultan Military Medical City in Riyadh,Najran University,1,no
11969,2020,Riyadh,Prince Sultan Military Medical City in Riyadh,Mansoura University - Egypt,1,no
11973,2020,Riyadh,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,King Abdulaziz University,1,no
11975,2020,Riyadh,Prince Sultan Military Medical City in Riyadh,Damascus University,1,no
11979,2020,Riyadh,Prince Sultan Military Medical City in Riyadh,Albaha University,1,no
11981,2020,Riyadh,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,Qassim University,1,no
11982,2020,Riyadh,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,Punjab Board Of Technical Education Lahore,1,no
11983,2020,Riyadh,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,Omdurman Islamic University - Sudan,1,no
11985,2020,Riyadh,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,King Saud Bin Abdulaziz University For Health Scinces,1,no
11987,2018,Riyadh,King Khalid University Hospital in Riyadh,Northern Borders University,1,no
11988,2019,Jeddah,Azizia Maternity and Pediatric Hospital in Jeddah,King Khalid University,1,no
11989,2016,Riyadh,Security Forces Hospital in Riyadh,Riyadh Elm University,1,no
11990,2016,Riyadh,Security Forces Hospital in Riyadh,Princess Nora Bint Abdul Rahman University,1,no
11992,2016,Riyadh,Security Forces Hospital in Riyadh,Poznan University Of Medical Sciences,1,no
11993,2016,Riyadh,Security Forces Hospital in Riyadh,October 6 University - Egypt,1,no
11997,2016,Riyadh,Security Forces Hospital in Riyadh,King Faisal University,1,no
12000,2016,Riyadh,Security Forces Hospital in Riyadh,Imam Abdulrahman Bin Faisal University,1,no
12003,2016,Riyadh,Riyadh Second Health Cluster,University Of Tabuk,1,no
12004,2016,Riyadh,Riyadh Second Health Cluster,Taibah University,1,no
12009,2016,Riyadh,Riyadh Second Health Cluster,Jordan University Of Science And Technology,1,no
12010,2016,Riyadh,Riyadh Second Health Cluster,Imam Abdulrahman Bin Faisal University,1,no
12011,2016,Riyadh,Riyadh Second Health Cluster,Hadhramout University Of Science & Technology,1,no
12012,2016,Riyadh,Riyadh First Health Cluster,University Of Tabuk,1,no
12013,2016,Riyadh,Riyadh First Health Cluster,University Of Imam Muhammad Bin Saud Islamic University,1,no
12014,2016,Riyadh,Riyadh First Health Cluster,Taibah University,1,no
12015,2016,Riyadh,Riyadh First Health Cluster,Princess Nora Bint Abdul Rahman University,1,no
12017,2016,Riyadh,Riyadh First Health Cluster,King Khalid University,1,no
12018,2016,Riyadh,Riyadh First Health Cluster,King Faisal University,1,no
12021,2016,Riyadh,Riyadh First Health Cluster,Imam Abdulrahman Bin Faisal University,1,no
12023,2016,Tabuk,King Salman Hospital for North West Armed Forces in Tabuk,Taibah University,1,no
12024,2016,Tabuk,King Salman Hospital for North West Armed Forces in Tabuk,Saudi Commission For Health Specialties,1,no
12025,2016,Tabuk,King Salman Hospital for North West Armed Forces in Tabuk,Qassim University,1,no
12026,2016,Tabuk,King Salman Hospital for North West Armed Forces in Tabuk,Omdurman Islamic University - Sudan,1,no
12027,2016,Tabuk,King Salman Hospital for North West Armed Forces in Tabuk,Northern Borders University,1,no
12029,2016,Tabuk,King Salman Hospital for North West Armed Forces in Tabuk,Jordan University Of Science And Technology,1,no
12030,2016,Tabuk,King Salman Hospital for North West Armed Forces in Tabuk,Jazan University,1,no
12031,2016,Tabuk,King Salman Hospital for North West Armed Forces in Tabuk,Imam Abdulrahman Bin Faisal University,1,no
12032,2016,Tabuk,"Joint training program in the Western Region, Tabuk",University Of Tabuk,1,no
12033,2016,Tabuk,Family Medicine Postgraduate Program in Tabuk,Unknown,1,yes
12034,2016,Tabuk,Family Medicine Postgraduate Program in Tabuk,University Of Tabuk,1,no
12037,2016,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,Qassim University,1,no
12038,2016,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,October 6 University - Egypt,1,no
12039,2016,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,Misr University For Science And Technology - Egypt,1,no
12041,2016,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,Jordan University Of Science And Technology,1,no
12043,2016,Riyadh,University Hospitals of Riyadh Alam University in Riyadh,Hadhramout University Of Science & Technology,1,no
12044,2016,Riyadh,University Dental Hospital at King Saud University in Riyadh,Riyadh Colleges Of Dentistry And Pharmacy,1,no
12045,2016,Riyadh,University Dental Hospital at King Saud University in Riyadh,King Khalid University,1,no
12046,2016,Riyadh,The program of the Ministry of Health in Riyadh,Unknown,1,yes
12047,2016,Riyadh,Specialized Medical Center Hospital in Riyadh,Ibn Hayan Academy,1,no
12048,2016,Riyadh,Specialized Dental Healthcare Center in Eastern Riyadh,King Saud University,1,no
12051,2016,Riyadh,Security Forces Hospital in Riyadh,University Of Hail,1,no
12052,2016,Riyadh,Riyadh First Health Cluster,Jazan University,1,no
12055,2016,Riyadh,Pedodontics Combind Prg(Riyad),Unknown,1,yes
12056,2016,Riyadh,Pedodontics Combind Prg(Riyad),Riyadh Elm University,1,no
12058,2016,Riyadh,Medical City of King Saud University in Riyadh,University Of Imam Muhammad Bin Saud Islamic University,1,no
12061,2016,Riyadh,Medical City of King Saud University in Riyadh,Royal College of Surgeons in Ireland - Bahrain,1,no
12062,2016,Riyadh,Medical City of King Saud University in Riyadh,Qassim University,1,no
12063,2016,Riyadh,Medical City of King Saud University in Riyadh,Princess Nora Bint Abdul Rahman University,1,no
12068,2016,Riyadh,Medical City of King Saud University in Riyadh,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
12069,2016,Riyadh,Medical City of King Saud University in Riyadh,Batterjee Medical College,1,no
12070,2016,Riyadh,Medical City of King Saud University in Riyadh,Al Jouf University,1,no
12072,2016,Riyadh,King Saud bin Abdulaziz University for Health Sciences-Riyadh,Umm Al Qura University,1,no
12074,2016,Riyadh,King Saud bin Abdulaziz University for Health Sciences-Riyadh,King Faisal University,1,no
12075,2016,Riyadh,King Saud bin Abdulaziz University for Health Sciences-Riyadh,King Abdulaziz University,1,no
12077,2016,Riyadh,King Saud Medical City in Riyadh,University Of Tabuk,1,no
12078,2016,Riyadh,King Saud Medical City in Riyadh,University Of Jordan - Jordan,1,no
12081,2016,Riyadh,King Saud Medical City in Riyadh,Taif University,1,no
12083,2016,Riyadh,King Saud Medical City in Riyadh,Omdurman Islamic University - Sudan,1,no
12085,2016,Riyadh,Pedodontics Combind Prg(Riyad),Saudi Commission For Health Specialties,1,no
12086,2016,Riyadh,Prince Abdulrahman bin Abdulaziz Institute for Graduate Studies in Dentistry in Riyadh,King Abdulaziz University,1,no
12088,2016,Riyadh,Prince Abdulrahman bin Abdulaziz Institute for Graduate Studies in Dentistry in Riyadh,Misr University For Science And Technology - Egypt,1,no
12089,2016,Riyadh,Prince Sultan Military Medical City in Riyadh,University Of Hail,1,no
12091,2016,Riyadh,Prince Sultan Military Medical City in Riyadh,Thamar University,1,no
12093,2016,Riyadh,Prince Sultan Military Medical City in Riyadh,Riyadh Elm University,1,no
12096,2016,Riyadh,Prince Sultan Military Medical City in Riyadh,Misr University For Science And Technology - Egypt,1,no
12097,2016,Riyadh,Prince Sultan Military Medical City in Riyadh,Ministry Of Education In Saudi Arabia,1,no
12099,2016,Riyadh,Prince Sultan Military Medical City in Riyadh,Jazan University,1,no
12102,2016,Riyadh,Prince Sultan Military Medical City in Riyadh,Batterjee Medical College,1,no
12103,2016,Riyadh,Prince Sultan Military Medical City in Riyadh,Alfaisal University,1,no
12105,2016,Riyadh,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,Umm Al Qura University,1,no
12108,2016,Riyadh,Prince Sultan Center for Cardiac Diseases and Surgery in Riyadh,King Saud Bin Abdulaziz University For Health Scinces,1,no
12109,2016,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,Umm Al Qura University,1,no
12114,2016,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,Jordan University Of Science And Technology,1,no
12115,2016,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,Jazan University,1,no
12116,2016,Riyadh,Prince Mohammed bin Abdulaziz Hospital in Riyadh,Almaarefa University,1,no
12119,2016,Tabuk,King Salman Hospital for North West Armed Forces in Tabuk,University Of Imam Muhammad Bin Saud Islamic University,1,no
12121,2017,Al-Ahsa,King Abdulaziz Medical City of National Guard in Alahsa,Taibah University,1,no
12122,2017,Al-Ahsa,King Abdulaziz Medical City of National Guard in Alahsa,Northern Borders University,1,no
12123,2017,Al-Ahsa,King Abdulaziz Medical City of National Guard in Alahsa,Najran University,1,no
12124,2017,Al-Ahsa,King Abdulaziz Medical City of National Guard in Alahsa,King Abdulaziz University,1,no
12126,2017,Al-Ahsa,King Abdulaziz Medical City of National Guard in Alahsa,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
12129,2017,Al-Ahsa,Almousa Specialist Hospital in Alahsa,Jazan University,1,no
12130,2017,Al-Ahsa,Alahsa Health Cluster,Unknown,1,yes
12131,2017,Al-Ahsa,Alahsa Health Cluster,King Faisal University,1,no
12132,2017,Al-Ahsa,Alahsa Health Cluster,Imam Abdulrahman Bin Faisal University,1,no
12133,2017,Al-Ahsa,"Al-Jabr Hospital for ophthalmology,ear, nose and throat in Alahsa",King Saud University,1,no
12134,2017,Al-Ahsa,"Al-Jabr Hospital for ophthalmology,ear, nose and throat in Alahsa",King Abdulaziz University,1,no
12135,2017,Abha,The Medical City at King Khalid University,Najran University,1,no
12136,2017,Abha,The Medical City at King Khalid University,King Saud University,1,no
12137,2017,Abha,JointProgram for Family Medicine in Abha,King Khalid University,1,no
12139,2017,Abha,General Directorate of Health Affairs in Aseer Region,Saudi Commission For Health Specialties,1,no
12140,2017,Abha,General Directorate of Health Affairs in Aseer Region,Omdurman Islamic University - Sudan,1,no
12142,2017,Abha,General Directorate of Health Affairs in Aseer Region,Misr University For Science And Technology - Egypt,1,no
12143,2017,Abha,General Directorate of Health Affairs in Aseer Region,Mansoura University - Egypt,1,no
12145,2017,Abha,General Directorate of Health Affairs in Aseer Region,King Saud Bin Abdulaziz University For Health Scinces,1,no
12147,2017,Abha,General Directorate of Health Affairs in Aseer Region,King Faisal University,1,no
12148,2017,Abha,General Directorate of Health Affairs in Aseer Region,Jeddah University,1,no
12150,2016,Yanbu,The program of the Ministry of Health Yanbu,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
12151,2017,Al-Ahsa,King Abdulaziz Medical City of National Guard in Alahsa,Riyadh Elm University,1,no
12152,2017,Al-Ahsa,King Abdulaziz Medical City of National Guard in Alahsa,Umm Al Qura University,1,no
12154,2017,Al-Ahsa,King Abdulaziz Medical City of National Guard in Alahsa,University Of Imam Muhammad Bin Saud Islamic University,1,no
12155,2017,Alkharj  ,The General Organization for Military Industries Hospital in Alkharj,Alfaisal University,1,no
12156,2017,Alkharj  ,King Khalid Hospital and Prince Sultan Center for Curative Services in Al-Kharj,Qassim University,1,no
12157,2017,Alkharj  ,King Khalid Hospital and Prince Sultan Center for Curative Services in Al-Kharj,Prince Sattam Bin Abdulaziz University,1,no
12158,2017,Alkharj  ,King Khalid Hospital and Prince Sultan Center for Curative Services in Al-Kharj,Almaarefa University,1,no
12159,2017,Albahah,General Directorate of Health Affairs in Al-Baha Region,University Of Imam Muhammad Bin Saud Islamic University,1,no
12161,2017,Albahah,General Directorate of Health Affairs in Al-Baha Region,Taif University,1,no
12162,2017,Albahah,General Directorate of Health Affairs in Al-Baha Region,October 6 University - Egypt,1,no
12163,2017,Albahah,General Directorate of Health Affairs in Al-Baha Region,King Faisal University,1,no
12164,2017,Albahah,General Directorate of Health Affairs in Al-Baha Region,Jazan University,1,no
12165,2017,Albahah,General Directorate of Health Affairs in Al-Baha Region,Elrazi College Of Medical &Technological Sciences,1,no
12166,2017,Albahah,General Directorate of Health Affairs in Al-Baha Region,Alexandria University,1,no
12170,2017,Al-Ahsa,Maternity and Children Hospital in Mubarraz,Jordan University Of Science And Technology,1,no
12172,2017,Al-Ahsa,Maternity and Children Hospital in Mubarraz,Alfaisal University,1,no
12173,2017,Al-Ahsa,MOH Graduate Studies Program for Family Medicine,Xinxiang Medical University,1,no
12175,2017,Al-Ahsa,MOH Graduate Studies Program for Family Medicine,Mansoura University - Egypt,1,no
12176,2017,Al-Ahsa,MOH Graduate Studies Program for Family Medicine,King Saud Bin Abdulaziz University For Health Scinces,1,no
12178,2017,Al-Ahsa,MOH Graduate Studies Program for Family Medicine,King Abdulaziz University,1,no
12179,2017,Al-Ahsa,MOH Graduate Studies Program for Family Medicine,Jordan University Of Science And Technology,1,no
12180,2017,Al-Ahsa,MOH Graduate Studies Program for Family Medicine,Comenius University In Bratislava,1,no
12181,2017,Al-Ahsa,MOH Graduate Studies Program for Family Medicine,Beirut Arab University,1,no
12182,2017,Al-Ahsa,MOH Graduate Studies Program for Family Medicine,Alfaisal University,1,no
12184,2016,Yanbu,Royal Commission Medical Center in Yanbu,Taibah University,1,no
12185,2016,Yanbu,Royal Commission Medical Center in Yanbu,October 6 University - Egypt,1,no
12188,2016,Taif,MOH JointProgram for Family Medicine -Taif,King Saud University,1,no
12190,2016,Taif,MOH JointProgram for Family Medicine -Taif,Batterjee Medical College,1,no
12194,2016,Taif,King Faisal Medical Complex in Taif,Saudi Commission For Health Specialties,1,no
12195,2016,Taif,King Faisal Medical Complex in Taif,October 6 University - Egypt,1,no
12196,2016,Taif,King Faisal Medical Complex in Taif,King Saud University,1,no
12197,2016,Taif,King Faisal Medical Complex in Taif,King Abdulaziz University,1,no
12198,2016,Taif,King Faisal Medical Complex in Taif,Al Zaiem Al Azhari University,1,no
12203,2016,Taif,King Abdulaziz Specialist Hospital in Taif,Cairo University,1,no
12204,2016,Taif,"Joint training program in the Western Region, Taif",Unknown,1,yes
12205,2016,Taif,Eradah Mental Health Complex in Taif,Taif University,1,no
12206,2016,Taif,Eradah Mental Health Complex in Taif,King Abdulaziz University,1,no
12207,2016,Taif,Directorate of Health Affairs in Taif Governorate,Taif University,1,no
12208,2016,Taif,Armed Forces Hospital in Al-Hada in Taif,University Of Tabuk,1,no
12211,2016,Taif,Armed Forces Hospital in Al-Hada in Taif,Sudan University Of Science And Technology,1,no
12213,2016,Taif,Armed Forces Hospital in Al-Hada in Taif,Omdurman Islamic University - Sudan,1,no
12214,2016,Taif,Armed Forces Hospital in Al-Hada in Taif,October 6 University - Egypt,1,no
12215,2016,Taif,Armed Forces Hospital in Al-Hada in Taif,King Faisal University,1,no
12217,2016,Taif,Pediatric Hospital in Taif,October 6 University - Egypt,1,no
12218,2016,Taif,Pediatric Hospital in Taif,Saudi Commission For Health Specialties,1,no
12219,2016,Taif,Prince Mansour Military Hospital for Community Medicine in Taif,King Abdulaziz University,1,no
12220,2016,Unknown - Saudi Arabia,Family Medicine Academy in the First Health Cluster,King Saud University,1,no
12222,2016,Unknown - Saudi Arabia,The joint program in the Central and Eastern region,Umm Al Qura University,1,no
12223,2016,Unknown - Saudi Arabia,The joint program in the Central and Eastern region,King Saud Bin Abdulaziz University For Health Scinces,1,no
12224,2016,Unknown - Saudi Arabia,Pedodontics Combind Prg(Dam),King Saud University,1,no
12225,2016,Unknown - Saudi Arabia,Pedodontics Combind Prg(Dam),Imam Abdulrahman Bin Faisal University,1,no
12226,2016,Unknown - Saudi Arabia,JointProgram for Psychiatry in East,King Faisal University,1,no
12227,2016,Unknown - Saudi Arabia,Joint training program in the Western Region,Umm Al Qura University,1,no
12228,2016,Unknown - Saudi Arabia,Family Medicine Academy in the First Health Cluster,"University of California, Los Angeles (UCLA)",1,no
12230,2016,Unknown - Saudi Arabia,Family Medicine Academy in the First Health Cluster,Taibah University,1,no
12232,2016,Unknown - Saudi Arabia,Family Medicine Academy in the First Health Cluster,Qassim University,1,no
12233,2016,Unknown - Saudi Arabia,Family Medicine Academy in the First Health Cluster,Ministry Of Education In Saudi Arabia,1,no
12234,2016,Unknown - Saudi Arabia,Family Medicine Academy in the First Health Cluster,King Saud Bin Abdulaziz University For Health Scinces,1,no
12235,2016,Taif,Prince Mansour Military Hospital for Community Medicine in Taif,King Khalid University,1,no
12237,2016,Unknown - Saudi Arabia,Family Medicine Academy in the First Health Cluster,Ibn Sina College Of Eligibility For Medical Sciences In Jeddah,1,no
12238,2016,Unknown,The joint program for endodontics and endodontics,Riyadh Elm University,1,no
12239,2016,Unaizah,King Saud Hospital in Unaizah,King Saud University,1,no
12240,2016,Unaizah,King Saud Hospital in Unaizah,King Faisal University,1,no
12241,2016,Unaizah,King Saud Hospital in Unaizah,Al-Baath University,1,no
12242,2016,Taif,The program of the Ministry of Health in Taif ,Taif University,1,no
12243,2016,Taif,The program of the Ministry of Health in Taif ,Al Jouf University,1,no
12244,2016,Taif,Rehabilitation Healthcare Center for Armed Forces in Taif,Unknown,1,yes
12245,2016,Taif,Rehabilitation Healthcare Center for Armed Forces in Taif,Taif University,1,no
12246,2016,Taif,Rehabilitation Healthcare Center for Armed Forces in Taif,King Saud University,1,no
12248,2016,Taif,Prince Mansour Military Hospital for Community Medicine in Taif,Taibah University,1,no
12249,2016,Riyadh,King Saud Medical City in Riyadh,Ministry Of Education In Saudi Arabia,1,no
12251,2017,Alkharj  ,The General Organization for Military Industries Hospital in Alkharj,University Of Imam Muhammad Bin Saud Islamic University,1,no
12252,2016,Riyadh,"Joint training program in the central region, Riyadh",Imam Abdulrahman Bin Faisal University,1,no
12253,2016,Riyadh,"Joint training program in the central region, Riyadh",Cairo University,1,no
12257,2016,Riyadh,Joint Training Program in the Central Region,Saudi Commission For Health Specialties,1,no
12260,2016,Riyadh,Joint Training Program in the Central Region,King Saud Bin Abdulaziz University For Health Scinces,1,no
12262,2016,Riyadh,Joint Psychiatry Program - Riyadh,Unknown,1,yes
12263,2016,Riyadh,Joint Psychiatry Program - Riyadh,Qassim University,1,no
12264,2016,Riyadh,Joint Psychiatry Program - Riyadh,King Khalid University,1,no
12265,2016,Riyadh,Joint Psychiatry Program - Riyadh,Al Jouf University,1,no
12266,2016,Riyadh,Joint Otolaryngology Program - Riyadh,King Saud University,1,no
